gene,sander,lof_z,ios,exac,pNull,pRec,miss_z,zhang,krish,n_syn,mu_lof,mu_mis,mu_syn,bp,DF,EC,AS,CE,core,Hub
PDIA5,-0.134767703,-0.067212962,-0.39689331,-0.833053116,-0.533563316,1.326784641,-1.044925485,-1.274631708,-1.275986478,0.019775901,0.203494803,-0.201195049,-0.112637107,-0.135935619,0.201071034,-0.044855217,0.052733921,-0.048417969,0.754336901,-0.099907526
TOMM7,-0.025629738,-0.949611483,-0.291065657,-0.699371512,0.258110357,0.572839381,-0.573530027,-1.645031124,-0.916941669,-0.906812077,-0.88685994,-0.976193986,-0.988482925,-0.892711435,-0.358439884,-0.135122114,-0.124254873,-0.26069784,-0.518980189,-0.117353789
PPIF,-1.138062212,-0.927558833,2.296722563,-0.820388888,0.432887541,0.572257825,-0.339560048,-1.662676155,0.348843421,-0.702100779,-0.759775816,-0.555480277,-0.427025318,-0.644802116,0.282926819,-0.129643734,-0.124057128,0.308105037,0.845288121,-0.108800376
BAK1,0.520264699,-0.661697401,0.860835966,-0.824540105,-0.030942963,0.932256058,0.047654691,-1.86554333,-0.448357765,-0.723649337,-0.552250146,-0.646687635,-0.681808329,-0.638278186,-0.152978868,-0.134374658,-0.124314452,-0.229603331,-0.246126527,-0.115886923
PEX13,0.323639009,-0.428383203,1.454352555,-0.77653972,-0.365254624,1.135541953,-0.840408124,-1.43657991,-1.160361878,-0.51893804,-0.445445404,-0.454255926,-0.554416823,-0.325129573,-0.270905115,-0.130687532,-0.119934912,-0.236232733,-0.337077748,-0.117355038
TIMM22,-0.006114144,-1.055786318,1.12606443,-0.824211706,0.706007158,0.36718392,-0.564104001,-1.542179187,-0.929112679,-0.615906549,-0.785463033,-0.666194411,-0.626878046,-0.666004887,-0.342659744,-0.135128137,-0.124241196,-0.258044455,-0.428028969,-0.117381967
BAG3,0.460484308,0.30408,-0.610044413,0.466371277,-0.58833362,-0.063057211,-1.10537409,-2.40146074,-0.880428637,0.03055018,-0.202092826,0.009689015,0.081371975,-0.044600606,-0.373165277,-0.13471127,-0.123702438,-0.238563983,-0.246126527,-0.117385764
ATP6V1G1,0.050324418,-1.045973286,1.024783213,-0.722724578,0.405848776,0.485362555,-0.300742385,-1.774793132,0.038482654,-0.799069289,-0.838189424,-0.829629561,-0.886335975,-0.789959546,-0.193138603,-0.134188635,-0.124246991,-0.240721367,-0.155175306,-0.115607139
TRIM29,0.527929402,-0.366675586,-0.602486701,-0.832831592,-0.362630921,1.195558488,-0.287923817,-1.684098395,-1.549834213,0.224487198,-0.222372208,0.120403149,0.212269669,-0.023397835,-0.088597444,-0.13513983,-0.124314452,-0.260681353,-0.337077748,-0.117357536
DSN1,0.475433337,-0.726209957,1.023602321,-0.833051357,0.606838995,0.452914756,-0.239542739,-1.710399852,-1.641116792,-0.637455106,-0.303489734,-0.56497006,-0.647915176,-0.401785744,1.098758506,-0.101550866,-0.108384722,0.179199404,3.755727184,-0.072526942
NRTN,0.196641403,-0.673766562,2.268184327,-0.588453996,-0.143178196,0.758121071,0.42917389,-2.283930408,-0.332733166,-0.777520731,-0.55900994,-0.259188167,-0.265740659,-0.661111939,-0.373165277,-0.13515766,-0.124314404,-0.26315962,-0.60993141,-0.117385764
TMEM106C,0.517888181,-0.818139521,0.720467207,-0.833045886,0.822222232,0.287864676,-0.429501171,-1.610362869,-0.673521459,-0.551260876,-0.347428393,-0.650905316,-0.645577717,-0.574669874,0.117604082,-0.06466383,-0.062832699,-0.043870055,0.389332371,-0.05139263
TMIGD1,-0.008682027,-0.281552139,1.152044066,-0.578695641,-0.478316822,1.004178523,-1.228243082,-1.415440234,-0.308391145,-0.562035155,-0.619848084,-0.686755607,-0.705182917,-0.555098086,-0.346106456,-0.135144011,-0.124309746,-0.261768332,-0.476867136,-0.117384055
DECR1,-2.323635942,-0.781196637,0.252636947,-0.83301477,0.573503607,0.478418707,-1.072989686,-1.272458963,-1.330756025,-0.583583712,-0.487356125,-0.576041473,-0.649083905,-0.436036373,0.328446443,-0.129596502,-0.113861159,-0.096084903,0.481483239,-0.116488957
MGST2,0.529751971,-0.500830135,1.482300345,-0.698357273,-0.309839226,1.00693055,-0.668270261,-1.607696493,-1.59243275,-0.712875058,-0.699613651,-0.822775829,-0.844261716,-0.742661058,-0.30518228,-0.135053905,-0.124262292,-0.257525839,-0.545777784,-0.117245123
ABHD5,0.392092447,-0.318886958,-0.538600414,-0.832971296,-0.398236722,1.22299628,-0.56755857,-1.541743534,-0.606580902,-0.281903906,-0.093936125,-0.56391564,-0.608178376,-0.41320262,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
IGDCC3,0.239977312,0.113002272,-1.245364597,-0.832486338,-0.576658754,1.359183238,-0.358594829,-1.656072044,0.190620285,0.677006909,0.122377277,0.568531786,0.738197902,0.345204179,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
PTER,0.400503178,-1.857173525,1.437268976,-0.833055557,2.850844566,-1.266618029,-1.378020944,-1.113943428,-0.728291006,-0.454292367,-0.521831074,-0.53122861,-0.577791411,-0.41320262,-0.321962012,-0.13502928,-0.12428246,-0.257408162,-0.662694942,-0.117206653
HSDL2,0.353667928,-0.575527547,0.372340087,-0.832959084,-0.01114912,0.926365278,-0.577336512,-1.541474108,-0.910856163,-0.465066645,-0.386635198,-0.501704841,-0.571947764,-0.300664837,-0.329442202,-0.135087389,-0.124314452,-0.253525711,-0.700882631,-0.117344046
VAV2,0.554383555,0.918115932,0.41575757,-0.826903781,-0.590734996,1.363818301,0.286190534,-2.006362628,0.726144746,1.064880946,0.737518514,0.64761331,0.843383549,0.44958705,-0.029904751,-0.127009868,-0.115145299,-0.220002595,0.481483239,-0.115322359
SYCP3,0.314500086,-0.795256386,0.742412127,-0.832920495,0.50912445,0.527647582,-0.280444937,-1.69999549,0.06891018,-0.745197895,-0.49343994,-0.754765718,-0.822055858,-0.597503627,-0.373165277,-0.135157472,-0.124314333,-0.263399021,-0.700882631,-0.117385764
CRIPT,0.349778634,-0.906654477,1.007522501,-0.787591702,0.292798751,0.643466569,-1.085860501,-1.312485399,-1.062993794,-0.87448924,-0.807770352,-0.930326702,-0.941500003,-0.817686246,-0.276384225,-0.135144348,-0.124310326,-0.260385138,-0.428028969,-0.117361658
SRD5A3,-2.263207424,-0.254700713,0.23161706,-0.733584921,-0.486060064,1.180781714,-0.260470402,-1.79959466,-0.515298323,-0.497389482,-0.458964991,-0.512249044,-0.400144541,-0.463763074,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
CENPM,0.420767555,-0.353747596,-0.5856393,-0.310427765,-0.452255222,0.688608849,-0.131652001,-2.244088479,-1.008224247,-0.669777943,-0.710429321,-0.709952854,-0.67830214,-0.68883864,1.45407917,-0.008302312,-0.040453013,0.204873912,3.755727184,0.051648089
SLC3A1,-3.498336747,-1.581407724,0.472834042,-0.833055558,2.906403684,-1.309191973,-2.832508798,-0.343221818,1.182557638,0.386101381,-0.073656744,0.041321625,-0.024982401,0.134807454,-0.329880293,-0.134824655,-0.124314277,-0.256112862,-0.518980189,-0.116838687
CHURC1,0.102037797,-1.269375746,1.718419807,-0.832979112,1.708690321,-0.391491923,-0.458355248,-1.606864129,-0.655264943,-0.680552222,-0.673926435,-0.781653436,-0.810368564,-0.754077934,-0.336201329,-0.134465011,-0.12408031,-0.248102944,-0.531694169,-0.116416513
CIDEA,-0.522021443,-0.575876521,-0.167327801,-0.797327445,-0.198930384,1.030996654,-0.929798284,-1.388918961,0.257560842,-0.432743809,-0.625255919,-0.574459843,-0.555585553,-0.625230327,-0.326474786,-0.12551042,-0.124314452,-0.157447919,-0.60993141,-0.107315174
C17orf49,0.20445491,-0.794142387,-0.661806869,-0.814437513,0.162094767,0.773203394,-0.069517883,-1.831685403,-0.150168009,-0.615906549,-0.717865095,-0.683592346,-0.601166,-0.669266851,-0.107921893,-0.128970439,-0.124314452,-0.205346089,0.026727135,-0.104553934
RABAC1,0.373991258,-0.386428116,0.13883827,-0.646099017,-0.411547305,1.027284973,0.328458659,-2.193373345,1.115617081,-0.60513227,-0.598892723,-0.603983612,-0.595322352,-0.680683728,0.443842423,-0.133867968,-0.123368612,-0.213932506,0.299580797,-0.115931888
FXYD3,0.046291956,-0.666533483,0.668271757,-0.824672511,-0.022235569,0.925729884,-0.446961502,-1.623213628,-1.683715329,-0.691326501,-0.609032414,-0.819612568,-0.790500164,-0.747554005,-0.28600539,-0.135156546,-0.124314452,-0.263399021,-0.700882631,-0.117385297
APOA1BP,-0.68159622,-1.279318879,-0.308247644,-0.833051333,2.056963967,-0.658287804,-0.033288129,-1.836662373,-0.983882226,-0.411195251,-0.586725095,-0.480616434,-0.432868965,-0.512692544,0.551006273,-0.133143384,-0.12384385,-0.239752037,0.418675054,-0.116294108
NDUFS8,0.296878954,-0.586213049,-0.045833641,-0.798436129,-0.184842127,1.021422632,0.319497248,-2.056873774,1.383379311,-0.497389482,-0.645535301,-0.540191183,-0.591816164,-0.639909169,0.543263533,-0.119712773,-0.093336501,-0.206397385,2.118605211,-0.115214942
NAT1,0.183431185,-2.227292854,1.626251145,-0.833055557,2.880514258,-1.289353521,-1.492737239,-1.446939054,-1.044737279,-0.540486597,-0.492087981,-0.592912199,-0.658433741,-0.408309673,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
CYB5R1,0.388277311,-1.177274791,0.011833278,-0.833055535,2.348279064,-0.881512036,-0.753954724,-1.45620312,-1.927135538,-0.346549579,-0.338640661,-0.542827233,-0.591816164,-0.484965844,-0.076972374,-0.134953985,-0.124216623,-0.253924769,-0.064224086,-0.116876158
USP40,0.557460825,-0.26468792,1.761817608,-0.833055558,0.236786671,0.736483241,-1.662591605,-0.972853033,-0.545725849,0.741652581,1.406738102,0.726694834,0.656386844,1.051419542,-0.373165277,-0.135132744,-0.124243978,-0.259791367,-0.700882631,-0.117385764
C9orf64,0.363373234,-0.640650826,0.386510798,-0.830275641,-0.024645529,0.933750484,-0.091153646,-1.812528838,-0.612666407,-0.551260876,-0.504931589,-0.422623317,-0.372095036,-0.426250479,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
THUMPD2,0.547305809,-1.057004902,0.599917761,-0.833055511,2.073524979,-0.670973339,-1.873973737,-0.861607569,-0.527469333,-0.325001021,-0.195333033,-0.343541793,-0.384951059,-0.162031336,-0.314904047,-0.126212806,-0.117547848,-0.200513844,-0.469014044,-0.105797023
ASPM,0.575028966,1.340167124,2.074458907,-0.833055558,-0.590753438,1.370611014,-2.114383838,-0.734350545,-1.531577698,3.876967716,5.219261814,3.726520649,2.538041191,4.688510211,-0.120450944,-0.107172412,-0.124314452,-0.192738111,-0.518980189,-0.091016899
MRPS10,0.194519868,-0.366433188,1.145686927,-0.764150958,-0.416732017,1.161337116,-0.474799804,-1.668310666,-0.673521459,-0.723649337,-0.544814373,-0.749493616,-0.771800493,-0.65458801,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
DEFB1,-0.872460742,-2.33417576,1.123742008,-0.83293173,2.435655018,-0.948602937,-3.750765229,0.135537075,-0.758718532,-0.842166404,-0.927418703,-0.963013732,-0.964757718,-0.871508664,-0.344885974,-0.135157008,-0.124314452,-0.263394746,-0.700882631,-0.117383393
NUDT6,-2.711028886,-0.423838555,0.728831862,-0.831195295,-0.330927957,1.169462135,-0.780695317,-1.446397187,-0.916941669,-0.454292367,-0.303489734,-0.46480013,-0.437543882,-0.467025038,-0.025419384,-0.135088275,-0.124304298,-0.260233873,-0.246126527,-0.117327809
ENDOD1,-0.015610481,-1.322434067,0.272220082,-0.83305209,2.140734137,-0.722478167,-0.664918675,-1.507783435,-1.099506826,-0.303452463,-0.444093445,-0.169562439,-0.173411036,-0.166924283,-0.337666908,-0.13504735,-0.124219173,-0.251557424,-0.592969189,-0.117266856
C11orf82,0.483914775,-1.314854724,0.458013841,-0.833055558,2.823652265,-1.24578129,-1.625872524,-0.998040835,-1.257729962,0.192164362,0.054779339,0.072954234,-0.060044284,0.645304933,-0.186680844,-0.114147458,-0.103182765,-0.174190973,0.170048069,-0.099906851
NKD2,-0.491607492,-1.000644591,1.080796883,-0.832997918,1.156628598,0.031563151,-1.272324554,-1.186774524,-0.125825988,-0.098741166,-0.262930971,0.094042641,0.317455315,-0.246842419,-0.266040518,-0.133377382,-0.124314452,-0.254083671,-0.60993141,-0.115814479
TMEM143,0.530797119,-1.186700456,0.707910383,-0.833055467,2.258312934,-0.812572728,-0.18144811,-1.768669104,-0.211023061,-0.012546935,-0.346076435,-0.011399391,0.087215622,-0.23379456,-0.351717771,-0.134845915,-0.124138034,-0.251321942,-0.692790428,-0.117149697
ORAI1,0.469805045,-1.118365606,0.145175727,-0.825598117,0.837843072,0.26768844,0.863103007,-2.331157705,-0.296220134,-0.228032512,-0.747608187,-0.290820776,-0.134842966,-0.488227809,-0.373165277,-0.135153915,-0.124305944,-0.262719294,-0.518980189,-0.117385764
GLT8D1,-0.179293511,-0.034527274,1.08599281,-0.824532224,-0.556583516,1.335035589,-0.191269679,-1.772273655,-2.170555748,-0.562035155,-0.20885262,-0.525429298,-0.635059152,-0.377321008,-0.212518997,-0.093933511,-0.085500379,-0.114381097,-0.017630685,-0.084781244
DHCR7,0.577240239,-1.133331279,-0.649013866,-0.833055435,2.14100588,-0.722682766,-0.74087017,-1.472431048,-0.801317069,0.192164362,-0.345400455,-0.043032001,0.096565457,-0.207698843,-0.295129085,-0.134353398,-0.12321329,-0.250546826,-0.246126527,-0.117130961
PNKP,-1.379780645,-0.582269984,0.7553429,-0.833054855,0.285644544,0.699043635,-0.936508012,-1.370701448,-0.089312956,0.56926412,-0.019578393,0.130947352,0.282393433,-0.132673654,-0.372698619,-0.133635883,-0.122673142,-0.233255772,-0.155175306,-0.117383896
ST3GAL6,-3.724542628,-0.334970682,-0.298800504,-0.830462558,-0.418773354,1.235968818,-0.388218898,-1.664767531,-0.004115883,-0.51893804,-0.386635198,-0.603983612,-0.615190752,-0.442560303,-0.301091884,-0.132491579,-0.121429269,-0.169975285,-0.157976786,-0.115067556
XKR8,0.455600794,-1.11812303,-1.006430674,-0.833020632,1.504137323,-0.234701217,0.299858222,-2.0296525,-0.856086616,-0.3357753,-0.424490043,-0.232827659,-0.08692506,-0.338177432,-0.184726418,-0.110815495,-0.080805049,-0.144606597,-0.102670167,-0.11119535
DUSP19,0.408291262,-0.986190795,-0.170614619,-0.822323768,0.557464835,0.47892869,-0.898313681,-1.402811808,0.275817358,-0.691326501,-0.775323342,-0.759510609,-0.792837622,-0.628492292,-0.289888523,-0.135124771,-0.124314452,-0.261215331,-0.60993141,-0.117335803
ANXA2,0.322994358,-0.05180455,0.285150855,-0.809014144,-0.553334197,1.315446604,-0.610807991,-1.568109805,-0.077141946,-0.346549579,-0.35148427,-0.496432739,-0.494811623,-0.400154761,0.383157738,-0.019576072,-0.026590453,0.759174782,1.209093004,0.008912776
LAPTM4B,0.58228146,-0.911227098,0.704485795,-0.832971785,0.873514133,0.248479153,-0.07128779,-1.834281785,-0.886514142,-0.389646694,-0.49343994,-0.280276573,-0.236522424,-0.465394056,-0.262677835,-0.13491678,-0.124152176,-0.254358084,-0.429716477,-0.117103482
DDRGK1,-0.26820231,-0.54238464,1.195540274,-0.832689791,-0.126302856,1.014308489,-0.330315759,-1.696857706,-0.892599648,-0.475840924,-0.242651589,-0.348813894,-0.464424659,-0.470287003,-0.373165277,-0.135128492,-0.124314452,-0.263551496,-0.791833851,-0.117385764
IQCC,-1.092802843,-0.63054391,0.35297345,-0.833055006,0.461968675,0.563930145,-1.327350233,-1.166959313,-0.44227226,-0.217258233,0.061539132,-0.132657728,-0.196785624,-0.091899095,-0.299810629,-0.097222761,-0.086523347,-0.085250314,-0.214669865,-0.092213249
HSD17B12,0.480184398,-0.198055726,1.066075089,-0.819489448,-0.507499752,1.291867104,-0.192962094,-1.785909007,-0.977796721,-0.432743809,-0.439361589,-0.533864661,-0.483124329,-0.473548968,0.000484084,-0.135021484,-0.124279447,-0.25691333,-0.246126527,-0.117229385
CYP4F12,-3.679675585,-0.854876164,0.509776297,-0.833055555,1.806835962,-0.46661477,-1.188740774,-1.244117707,-0.68569247,-0.034095493,-0.120975301,-0.069392509,-0.144192801,-0.127780707,-0.330263122,-0.135138058,-0.124294979,-0.259421265,-0.25373878,-0.117366304
ALKBH3,0.512960765,-0.940973506,1.730819179,-0.833055552,1.981674666,-0.600590243,-0.985283061,-1.353837982,-0.82565909,-0.51893804,-0.107455713,-0.611364554,-0.723882587,-0.515954509,-0.112589426,-0.026652934,-0.005171351,0.007413411,0.065312281,-0.027355662
NT5DC2,-0.859343031,0.030921004,-1.235681278,-0.821798985,-0.567718125,1.340556059,0.235114022,-2.01366786,-0.004115883,0.159841526,-0.033097981,0.310198807,0.399266374,-0.073958289,-0.309418222,-0.134472098,-0.124314452,-0.255295736,-0.700882631,-0.116379042
C14orf80,0.10338217,-0.620114659,0.85603367,-0.830070291,-0.063318329,0.963158362,-1.494781033,-1.08672745,-0.722205501,-0.411195251,-0.093936125,0.014961117,-0.072900307,-0.287616978,-0.341283572,-0.135155226,-0.124314452,-0.262509818,-0.700882631,-0.11737762
PMM1,-0.269914089,-0.525360586,-0.400396625,-0.832664961,-0.15749326,1.038181904,0.07180648,-1.917901709,-0.107569472,-0.389646694,-0.365003857,-0.491160638,-0.435206424,-0.555098086,-0.331977677,-0.135088807,-0.124314452,-0.260856942,-0.700882631,-0.11724862
FAM181A,0.508321511,-0.791863722,0.147143881,-0.772035631,0.09166156,0.780452963,-1.00052657,-1.402081775,0.117594222,-0.087966887,-0.740172414,-0.46480013,-0.416506753,-0.405047708,-0.018771573,-0.116026463,-0.096007943,-0.158973614,0.489734333,-0.106540223
SLC30A6,0.426053743,0.468751345,-0.429171039,-0.802136056,-0.58966635,1.335708391,-1.418093504,-1.155410112,-0.363160692,-0.174161118,0.257573153,-0.364630199,-0.467930847,-0.165293301,-0.373165277,-0.135154871,-0.124309236,-0.261727249,-0.700882631,-0.117385764
SMPDL3A,0.064827147,-2.002314599,1.519045784,-0.833055558,2.907792252,-1.310255906,-0.827228218,-1.442446644,-0.965625711,-0.475840924,-0.4062386,-0.43316752,-0.436375153,-0.243580454,-0.209889361,-0.135150424,-0.124313056,-0.261328832,0.481483239,-0.11738404
CCDC34,-0.772541764,-1.240988875,0.966525848,-0.833054359,2.119740231,-0.706388526,-0.617909165,-1.554125796,-0.472699786,-0.443518088,-0.452881177,-0.43316752,-0.437543882,-0.374059044,-0.031080343,-0.016934694,0.027413461,0.130199294,0.303717259,-0.080085949
PPT1,0.101726745,-0.588254724,-0.856575411,-0.832963969,0.018481683,0.9036651,-0.661623281,-1.531642394,-0.144082503,-0.465066645,-0.373791589,-0.567606111,-0.549741906,-0.483334862,1.093952626,-0.134877804,-0.124314452,-0.248173696,0.66338568,-0.117151445
CHCHD1,0.407103288,-0.658140534,0.189026203,-0.579461025,-0.163112871,0.763487604,0.461910087,-2.354939552,-1.142105362,-0.852940683,-0.800334579,-0.758983399,-0.768294305,-0.789959546,-0.265573108,-0.124356585,-0.11130185,-0.197282035,-0.49978648,-0.107657135
KRT25,0.37797466,-0.711794034,0.496727435,-0.83305104,0.554206718,0.493245365,-0.947263583,-1.381888425,0.154107253,-0.389646694,-0.283210352,-0.348813894,-0.339370612,-0.248473402,-0.350006196,-0.134589026,-0.123827623,-0.225658849,-0.47437671,-0.116971085
PARL,0.352895153,-0.59697371,0.107682389,-0.833029425,0.101969741,0.839762018,-0.609369715,-1.562421482,-1.19687491,-0.325001021,-0.276450558,-0.46480013,-0.451568635,-0.364273149,-0.358166437,-0.135061169,-0.124154262,-0.259053657,-0.60993141,-0.117385332
SLC9B2,0.476457651,0.157499344,1.606884507,-0.669278138,-0.580386539,1.182203916,-1.673451221,-1.14250162,0.135850738,-0.260355348,-0.283210352,-0.369902301,-0.425856588,-0.106577936,-0.163287861,-0.132015255,-0.12396208,-0.226898588,-0.336850552,-0.113278789
CYP4F3,-0.098768404,-1.606149741,1.542014144,-0.833055558,2.8917303,-1.297947944,-1.057232596,-1.325175937,-0.862172122,-0.15261256,-0.29672994,-0.053576204,-0.153542636,-0.134304636,-0.338347331,-0.133804189,-0.124313583,-0.254546811,-0.583526361,-0.114927664
SNCG,-0.71542442,-0.432961419,0.407432277,0.100662593,-0.434464645,0.222003613,-0.603740674,-2.396186996,0.58009262,-0.723649337,-0.801010559,-0.809595575,-0.768294305,-0.775280705,-0.357530772,-0.134943355,-0.124184399,-0.252063714,-0.246126527,-0.117201906
MAPK12,0.555263913,0.027454231,-0.770114396,-0.799790288,-0.567267889,1.315960123,-0.645850203,-1.574868755,-0.533554839,-0.184935396,-0.15477427,-0.153746135,0.006573293,-0.383844938,-0.373165277,-0.135006071,-0.124128993,-0.245094419,0.299580797,-0.117385764
MOB3C,0.341545704,-0.309108271,0.740936011,-0.750002757,-0.455782607,1.175671284,0.282438945,-2.113621291,-0.326647661,-0.615906549,-0.505607569,-0.40153491,-0.435206424,-0.545312192,-0.197194022,-0.134674065,-0.123461342,-0.246168501,-0.206500717,-0.117311322
ALDH16A1,0.549043385,-0.002062068,1.310874112,-0.833055228,-0.548639435,1.338339582,-1.200894102,-1.250816667,-0.643093933,0.817072533,0.669920576,0.731966936,0.971943784,0.32563239,-0.305090517,-0.111786443,-0.096076586,-0.118523156,0.299580797,-0.115167479
UNC119,0.429505494,-0.71177219,0.54644301,-0.809321986,0.011133352,0.88324517,0.165400238,-2.000104492,0.689631714,-0.529712318,-0.658378909,-0.480616434,-0.4223504,-0.590979698,0.321577578,-0.106934623,-0.082380452,-0.005467627,0.845288121,-0.104511317
BBOX1,0.539237279,-1.893914857,0.582007557,-0.833055558,2.895738589,-1.301019589,-0.932884856,-1.395439497,0.2088768,-0.529712318,-0.442065507,-0.517521146,-0.592984894,-0.35122529,-0.312223474,-0.135157231,-0.124314452,-0.263519434,-0.700882631,-0.11738434
CAPRIN2,0.568114775,0.99306908,-0.404332933,-0.803529394,-0.590744338,1.338069654,-0.931045442,-1.424780106,0.008055128,0.48306989,0.838915421,0.341831417,0.223956963,0.77415254,-0.218879922,-0.134495129,-0.124010763,-0.242359936,-0.405042139,-0.116461479
ATP5J,0.064245047,-0.673594472,0.296526787,-0.588357002,-0.143399805,0.758184045,-0.530750165,-1.829968374,0.014140633,-0.87448924,-0.776675301,-0.878660106,-0.901529457,-0.793221511,-0.147222718,-0.132122723,-0.119394044,-0.208392034,0.208629576,-0.115102529
TSPAN4,-6.222968206,-1.196356423,-1.298662213,-0.833049403,1.871931224,-0.516502991,-0.930773803,-1.399772254,-1.409867593,-0.109515445,-0.531294785,-0.548626545,-0.351057906,-0.594241663,-0.345994922,-0.135134161,-0.124255105,-0.261506687,-0.428028969,-0.117385085
NENF,0.062609685,-1.126029334,2.333468003,-0.825750409,0.853774376,0.255648256,-0.872946619,-1.439233429,-0.375331702,-0.809843567,-0.759099837,-0.667776041,-0.656096282,-0.701886499,-0.096506209,-0.134589026,-0.123825304,-0.252796365,0.489858027,-0.117031038
UQCRH,0.2603668,-0.345130877,1.145824698,-0.299541713,-0.457581156,0.680694821,-0.25804667,-2.233855521,-0.856086616,-0.78829501,-0.699613651,-0.889204309,-0.883998516,-0.83399607,-0.104392817,-0.1350555,-0.124092365,-0.262182067,-0.246126527,-0.117366854
TLR4,-0.244557401,-0.534550404,0.168793577,-0.833045349,0.000639686,0.9174268,-0.971078901,-1.384541233,0.062824675,0.095195853,-0.060137156,-0.011399391,-0.121986942,0.385978738,0.358953992,-0.134604971,-0.123519297,-0.228762678,0.117678356,-0.117056019
ANO10,0.557221495,-0.438489055,0.463386902,-0.833050869,-0.17116527,1.049083708,-0.854223158,-1.447355592,-1.099506826,-0.001772657,-0.087176331,-0.143201931,-0.240028612,0.094032895,-0.367827941,-0.135096779,-0.124314452,-0.256819835,-0.700882631,-0.117283593
EME2,0.543346774,-2.114909484,1.432742221,-0.833055558,2.911592979,-1.313168538,-1.353849161,-1.181895724,-0.454443271,0.170615804,-0.276450558,-0.032487798,0.043972634,-0.364273149,-0.338745906,-0.135125125,-0.124290574,-0.261252252,-0.588961151,-0.117366404
ARHGAP24,-0.026973494,0.484797207,0.637450462,-0.821585974,-0.589821779,1.357259026,-0.723833951,-1.527859142,0.610520146,0.084421574,0.35897006,0.02550532,-0.128999319,0.237559343,-0.373165277,-0.135084909,-0.124211986,-0.249373136,-0.60993141,-0.117385764
TRAPPC6A,0.237132313,-1.166021715,-0.701681674,-0.831333006,1.110085674,0.065393218,-0.810136895,-1.476523359,-1.300328499,-0.669777943,-0.741524373,-0.683065136,-0.608178376,-0.700255516,-0.298143955,-0.135062586,-0.124314452,-0.262866069,-0.60993141,-0.117256114
SCN9A,0.571189244,0.3618672,0.576595133,-0.833055558,-0.58549366,1.366580549,-0.917493381,-1.418735142,0.281902863,1.549723492,1.765007174,1.702033631,1.205689666,2.242036667,-0.29730623,-0.130037694,-0.123584208,-0.251581891,-0.617126717,-0.107359165
NRL,-0.661422142,-0.774222175,1.10016352,-0.638312634,-0.005835847,0.707816566,0.271832048,-2.225360333,0.750486767,-0.572809434,-0.755043961,-0.443711723,-0.458581012,-0.595872645,-0.373165277,-0.13515768,-0.124314445,-0.263514731,-0.60993141,-0.117385764
PKHD1L1,0.584001361,-0.608468529,2.172669802,-0.833055558,2.921283041,-1.320593728,-3.002263383,-0.310749874,-0.204937556,4.448004493,5.685687588,4.483963487,3.870392716,5.937842701,-0.326486627,-0.135015815,-0.12431273,-0.252281084,-0.445668048,-0.117051023
RRP8,9.68E-05,-0.714073285,1.657013395,-0.833039927,0.45708624,0.567654773,-1.791322826,-0.956248004,-0.874343132,-0.055644051,-0.262930971,-0.285548675,-0.450399906,-0.238687507,-0.344194213,-0.126429584,-0.109488527,-0.180681054,-0.440611524,-0.116586382
SSBP1,0.138929313,-0.148467439,0.027716283,-0.690319539,-0.529298505,1.1662413,0.179293305,-2.133894676,-0.259707103,-0.755972173,-0.458289012,-0.812758836,-0.873479952,-0.741030075,-0.036520686,-0.124558499,-0.11886092,-0.140391307,0.481483239,-0.104716183
COL4A4,0.567376333,1.098069141,0.945919273,-0.833055517,-0.590751584,1.370609547,-0.68632378,-1.546817698,0.860025861,1.872951857,1.521654597,1.417340145,1.299188018,1.773944729,-0.220233702,-0.135113964,-0.124212913,-0.260529234,0.026727135,-0.117380093
PIGC,0.273943351,-1.314552484,1.000830776,-0.83278645,1.621194326,-0.324657747,-0.649873318,-1.566951405,-1.878451496,-0.691326501,-0.672574476,-0.608728503,-0.709857834,-0.498013703,0.26536541,-0.133292113,-0.124314452,-0.23412065,0.026727135,-0.113453404
PIGF,0.11542667,-1.083629141,0.660635318,-0.830835343,0.918216047,0.211870955,-0.882643253,-1.445199827,-1.647202297,-0.755972173,-0.688797981,-0.787452748,-0.789331434,-0.625230327,-0.351707627,-0.135157664,-0.124314415,-0.263492216,-0.60993141,-0.117385763
COX7A2L,0.075918559,-1.349056102,-0.746240685,-0.832053577,1.491742289,-0.226268594,-1.402313994,-1.167910801,-0.734376512,-0.799069289,-0.767211589,-0.869170323,-0.850105363,-0.796483476,-0.037282104,-0.134790994,-0.124314452,-0.258444282,0.026727135,-0.117143951
IFNAR2,0.382430435,-0.222383256,-0.606619824,-0.82068243,-0.496373822,1.284655954,-1.315020032,-1.224851003,-0.637008428,-0.184935396,-0.379875404,-0.343541793,-0.287946518,-0.142459548,0.207527651,-0.134656349,-0.123639846,-0.159813055,1.663849108,-0.116991069
